14.03.2014;00:00:00;0.000;0.00;0;NP;C;-9.999;20000;21074;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:01:00;0.000;0.00;0;NP;C;-9.999;20000;21057;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:02:00;0.000;0.00;0;NP;C;-9.999;20000;21036;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:03:00;0.000;0.00;0;NP;C;-9.999;20000;21059;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:04:00;0.000;0.00;0;NP;C;-9.999;20000;21042;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:05:00;0.000;0.00;0;NP;C;-9.999;20000;21058;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:06:00;0.000;0.00;0;NP;C;-9.999;20000;21056;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:07:00;0.000;0.00;0;NP;C;-9.999;20000;21046;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:08:00;0.000;0.00;0;NP;C;-9.999;20000;21038;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:09:00;0.000;0.00;0;NP;C;-9.999;20000;21037;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:10:00;0.000;0.00;0;NP;C;-9.999;20000;21053;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:11:00;0.000;0.00;0;NP;C;-9.999;20000;21030;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:12:00;0.000;0.00;0;NP;C;-9.999;20000;21037;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:13:00;0.000;0.00;0;NP;C;-9.999;20000;21046;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:14:00;0.000;0.00;0;NP;C;-9.999;20000;21049;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:15:00;0.000;0.00;0;NP;C;-9.999;20000;21039;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

14.03.2014;00:16:00;0.000;0.00;0;NP;C;-9.999;20000;21015;0;22;2.00;13.9;<SPECTRUM>ZERO</SPECTRUM>

